Volume_mL,pH,Ionic_Strength,Buffer_Capacity,Component_1_Name,Component_1_pKa,Component_1_Total_Conc_M,Component_1_Initial_Form,Component_1_Counter_Ion_Charge,Component_Type,Component_Name,Concentration_M
-26.200000000000102,5.1467068514691485,0.08007830772023965,0.037998167284301936,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-26.300000000000104,5.144372071567438,0.07993612383807956,0.038015772011891144,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-26.400000000000105,5.14204250503279,0.07979444441114686,0.038032861475797757,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-26.500000000000107,5.139718101052505,0.07965326676212993,0.038049438414718396,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-26.600000000000108,5.13739880933467,0.07951258823264551,0.038065505548013114,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-26.70000000000011,5.135084580100009,0.07937240618307173,0.038081065575875775,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-26.80000000000011,5.132775364073889,0.07923271799238323,0.03809612117950293,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-26.900000000000112,5.13047110729044,0.07909352095906119,0.038110675204463755,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-27.000000000000114,5.128171765864661,0.07895481258267882,0.03812473013692019,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-27.100000000000115,5.125877293428375,0.07881659032447531,0.03813828855133979,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-27.200000000000117,5.1235876425881655,0.07867885163506214,0.038151353057025855,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-27.300000000000118,5.121302766422145,0.07854159398293573,0.03816392624489595,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-27.40000000000012,5.119022675594939,0.07840481594539637,0.03817600872280888,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-27.50000000000012,5.116747209561963,0.07826851283869686,0.03818760699589196,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-27.600000000000122,5.114476380194722,0.07813268328051032,0.03819872161516556,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-27.700000000000124,5.112210142384004,0.07799732480928522,0.03820935509971377,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-27.800000000000125,5.109948451456114,0.07786243498057033,0.03821950995107694,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-27.900000000000126,5.1076912631660845,0.07772801136686351,0.03822918865341273,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-28.000000000000128,5.1054385336910055,0.07759405155746193,0.03823839367365523,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-28.10000000000013,5.103190219623485,0.07746055315831417,0.038247127461671825,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-28.20000000000013,5.100946277965231,0.07732751379187404,0.038255392450417695,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-28.300000000000132,5.098706666120749,0.07719493109695605,0.038263191056088545,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-28.400000000000134,5.096471341891161,0.07706280272859248,0.0382705256782711,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-28.500000000000135,5.094240263468137,0.07693112635789227,0.03827739870009154,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-28.600000000000136,5.092013389427931,0.07679989967190123,0.03828381248836234,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-28.700000000000138,5.089790678725537,0.07666912037346411,0.03828976939372672,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-28.80000000000014,5.087572090688935,0.07653878618108792,0.03829527175080173,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-28.90000000000014,5.085357585013458,0.07640889482880708,0.03830032187831912,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-29.000000000000142,5.0831471217562445,0.07627944406604989,0.038304922079264656,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-29.100000000000144,5.0809406613307955,0.07615043165750646,0.038309074641015746,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-29.200000000000145,5.078738164501629,0.07602185538299824,0.03831278183547718,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-29.300000000000146,5.076539592379028,0.0758937130373489,0.03831604591921528,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-29.400000000000148,5.074344906413875,0.07576600243025652,0.0383188691335906,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-29.50000000000015,5.07215406839258,0.0756387213861674,0.03832125370488878,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-29.60000000000015,5.0699670404321,0.07551186774415097,0.03832320184444998,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-29.700000000000152,5.067783784975031,0.07538543935777636,0.03832471574879688,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-29.800000000000153,5.065604264784801,0.0752594340949899,0.038325797599760944,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-29.900000000000155,5.0634284429409275,0.07513384983799443,0.038326449564607436,acetate,4.76,0.15000000000000002,A-,1,single,acetate,0.15000000000000002
-0.0,9.05118765863323,0.22000000011860732,2.587726864178727e-05,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-0.1,7.8783064255672715,0.21926911617107223,0.0003834755116700601,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-0.2,7.578422628532962,0.21854307271148304,0.0007612437763890954,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-0.30000000000000004,7.402275479298456,0.21782182071194944,0.0011365184537788673,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-0.4,7.277105311403251,0.2171053158017996,0.0015088853559010538,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-0.5,7.179910414142132,0.21639350870550733,0.0018782993916780478,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-0.6,7.10042335138008,0.21568635386505974,0.002244758749321819,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-0.7,7.033162749174699,0.21498380850674023,0.002608267890286434,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-0.7999999999999999,6.974846833074937,0.21428581888958564,0.0029688897192690286,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-0.8999999999999999,6.923370690156528,0.21359235206804233,0.003326597572235288,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-0.9999999999999999,6.877286826629886,0.21290335844586206,0.003681444141415895,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-1.0999999999999999,6.835566161211772,0.21221879553663314,0.0040334527337214975,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-1.2,6.797448533814226,0.21153862095634396,0.004382648797182952,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-1.3,6.76235652001391,0.21086279264478883,0.004729058703164109,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-1.4000000000000001,6.729841248983573,0.21019126907753277,0.005072708653915622,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-1.5000000000000002,6.699546866935823,0.20952400925740994,0.005413624629867102,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-1.6000000000000003,6.671186489715346,0.20886097270618287,0.0057518323586219205,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-1.7000000000000004,6.6445256377550965,0.2082021200079352,0.006087354824606786,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-1.8000000000000005,6.619368786979178,0.20754740814500555,0.006420233112899061,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-1.9000000000000006,6.595555341024499,0.20689680524749487,0.006750460326003948,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-2.0000000000000004,6.572945763642956,0.20625026719303774,0.007078086304840366,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-2.1000000000000005,6.5514228684268545,0.2056077572308433,0.007403129745776143,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-2.2000000000000006,6.530885632529101,0.20496923835783043,0.0077256123118141775,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-2.3000000000000007,6.511246314390331,0.20433467325875734,0.008045558842560615,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-2.400000000000001,6.492428441352496,0.2037040253257312,0.008362992778232707,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-2.500000000000001,6.474364909609275,0.20307725840136231,0.008677937276898768,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-2.600000000000001,6.456996513674246,0.20245433677185637,0.00899041521763206,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-2.700000000000001,6.440270753502153,0.20183522516023328,0.009300449203864936,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-2.800000000000001,6.4241408586376005,0.20121988871967006,0.009608061566874462,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-2.9000000000000012,6.408564983668434,0.20060829302696512,0.009913274369352144,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-3.0000000000000013,6.39350554011914,0.200000404076121,0.010216109409018426,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-3.1000000000000014,6.3789286379268635,0.19939618827204397,0.010516588222258963,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-3.2000000000000015,6.364803615615144,0.19879561242435717,0.010814732087761942,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-3.3000000000000016,6.351102642781551,0.19819864374132506,0.011110562030142063,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-3.4000000000000017,6.33780038194083,0.19760524982388755,0.011404098823542362,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-3.5000000000000018,6.32487369939607,0.19701539865980053,0.011695362995202666,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-3.600000000000002,6.312301416847572,0.19642905861788132,0.01198437482899329,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-3.700000000000002,6.300064097040126,0.19584619844235646,0.012271154368905508,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-3.800000000000002,6.288143543309143,0.19526678526968116,0.012555729996642905,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-3.900000000000002,6.276524202581458,0.1946907944545237,0.01283809580975627,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-4.000000000000002,6.265189770771047,0.1941181890824745,0.01311830041401019,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-4.100000000000001,6.254126928404312,0.19354894443790516,0.013396340893404449,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-4.200000000000001,6.243322002851464,0.19298302719542915,0.013672252840726604,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-4.300000000000001,6.232763123876506,0.1924204101820189,0.013946046538911355,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-4.4,6.222438919750953,0.19186106430148336,0.014217741819517703,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-4.5,6.212338829718084,0.191304961109432,0.014487356927666013,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-4.6,6.2024529894095,0.19075207249031184,0.014754909897773436,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-4.699999999999999,6.192772170929959,0.19020237065266932,0.015020418556565631,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-4.799999999999999,6.18328772925032,0.1896558281244936,0.015283900526041595,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-4.899999999999999,6.173991620075237,0.1891124182617525,0.015545371041078495,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-4.999999999999998,6.164876156463977,0.1885721137033659,0.0158048495204433,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-5.099999999999998,6.155934166579936,0.18803488786093087,0.016062353191177464,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-5.1999999999999975,6.147158902624002,0.18750071449840292,0.016317898870534118,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-5.299999999999997,6.138544002378501,0.18696956767693895,0.016571503185773523,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-5.399999999999997,6.130082874416652,0.18644141681679732,0.016823203418091855,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-5.4999999999999964,6.121771026862005,0.18591624645049093,0.01707297401444493,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-5.599999999999996,6.113602494085544,0.18539402655018014,0.017320852015806663,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-5.699999999999996,6.1055721929633195,0.18487473232455923,0.017566853315701268,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-5.799999999999995,6.097675305561149,0.18435833925923395,0.017810993630566187,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-5.899999999999995,6.089907261000695,0.18384482311286604,0.01805328850220572,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-5.999999999999995,6.082263718849509,0.18333415991338126,0.018293753300205627,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-6.099999999999994,6.07474055388395,0.18282632595424111,0.018532403224306677,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-6.199999999999994,6.067333842090983,0.18232129779077633,0.018769253306739803,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-6.299999999999994,6.060039847789925,0.18181905223658062,0.019004318414523196,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-6.399999999999993,6.05285501176832,0.18131956635996438,0.019237613251720898,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-6.499999999999993,6.045775940337571,0.18082281748046625,0.019469152361665285,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-6.5999999999999925,6.038799395224101,0.1803287831654223,0.019698950129142613,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-6.699999999999992,6.031922284220603,0.17983744122659118,0.01992702078254374,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-6.799999999999992,6.02514165252988,0.17934876971683428,0.020153378395978788,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-6.8999999999999915,6.018454674740517,0.17886274692684995,0.02037803689135902,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-6.999999999999991,6.011858647379926,0.1783793513819609,0.0206010100404432,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-7.099999999999991,6.005350981995543,0.17789856183895308,0.020822311466852664,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-7.19999999999999,5.998929198719906,0.1774203572829663,0.021041954648052953,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-7.29999999999999,5.992590920279546,0.17694471692443403,0.021259952917303673,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-7.39999999999999,5.986333866411457,0.1764716201960734,0.021476319465577303,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-7.499999999999989,5.980155848654315,0.17600104674992229,0.021691067343447754,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-7.599999999999989,5.974054765484678,0.17553297645442434,0.021904209462947983,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-7.699999999999989,5.968028743689597,0.17506739100674365,0.0221157520355518,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-7.799999999999988,5.9620754032045,0.17460426583930888,0.02232572745291141,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-7.899999999999988,5.956193498448986,0.17414358836746868,0.022534120150507812,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-7.999999999999988,5.950380544449186,0.17368533156204913,0.022740973853060346,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-8.099999999999987,5.9446353516625114,0.17322948242090905,0.022946276144664275,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-8.199999999999987,5.938956074663674,0.17277602002675768,0.023150047346535252,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-8.299999999999986,5.9333411081433045,0.17232492568470256,0.02335229945190087,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-8.399999999999986,5.927788904452959,0.17187618089459136,0.023553044329065284,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-8.499999999999986,5.922297970875388,0.1714297673484832,0.02375229372303193,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-8.599999999999985,5.916866867054433,0.17098566692815814,0.023950059257101742,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-8.699999999999985,5.911494202573532,0.170543861702666,0.024146352434445215,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-8.799999999999985,5.906178634665193,0.1701043339258232,0.02434118464000957,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-8.899999999999984,5.900918866056598,0.1696670660338292,0.0245345671420671,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-8.999999999999984,5.895713642975529,0.1692320406434154,0.02472651109177464,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-9.099999999999984,5.890561753179156,0.1687992405489352,0.02491702752706711,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-9.199999999999983,5.885462024155415,0.16836864872031088,0.02510612737325415,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-9.299999999999983,5.880413321404766,0.16794024830079957,0.025293821444453763,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-9.399999999999983,5.875414546813887,0.1675140226047936,0.025480120445002266,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-9.499999999999982,5.870464637115396,0.1670899551156545,0.025665034970843832,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-9.599999999999982,5.865562562428217,0.16666802948357926,0.02584857551089922,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-9.699999999999982,5.860707324873586,0.16624822952349919,0.02603075244841315,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-9.799999999999981,5.855897957262037,0.16583053921301058,0.026211576062281847,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-9.89999999999998,5.851133521847036,0.16541494269033605,0.0263910565283602,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-9.99999999999998,5.846413109141242,0.16500142425231684,0.026569203920750115,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-10.09999999999998,5.841735836791681,0.16458996835243506,0.026746028213068714,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-10.19999999999998,5.837100848510321,0.1641805595988654,0.026921539279697974,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-10.29999999999998,5.832507313056814,0.16377318275255567,0.027095746897015927,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-10.399999999999979,5.827954423270382,0.16336782272533645,0.027268660744609746,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-10.499999999999979,5.823441395148044,0.16296446457805794,0.02744029040646992,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-10.599999999999978,5.818967466966508,0.16256309351875503,0.027610645372167716,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-10.699999999999978,5.814531898445294,0.16216369490083904,0.027779735038015483,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-10.799999999999978,5.810133969948801,0.161766254221316,0.02794756870820861,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-10.899999999999977,5.80577298172512,0.1613707571190314,0.0281141555959523,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-10.999999999999977,5.801448253179632,0.16097718937294048,0.02827950482457046,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-11.099999999999977,5.797159122181447,0.1605855369004036,0.028443625428599777,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-11.199999999999976,5.7929049444009815,0.1601957857555067,0.0286065263548662,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-11.299999999999976,5.78868509267693,0.15980792212740563,0.028768216463548088,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-11.399999999999975,5.7844989564111815,0.15942193233869556,0.028928704529221125,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-11.499999999999975,5.780345940990105,0.15903780284380278,0.029087999241890768,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-11.599999999999975,5.776225467230929,0.15865552022740032,0.029246109208007905,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-11.699999999999974,5.772136970851855,0.15827507120284617,0.02940304295147117,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-11.799999999999974,5.768079901964739,0.15789644261064417,0.02955880891461393,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-11.899999999999974,5.76405372458916,0.15751962141692663,0.029713415459178192,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-11.999999999999973,5.760057916186851,0.15714459471195885,0.029866870867272955,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-12.099999999999973,5.756091967215407,0.15677134970866463,0.03001918334232103,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-12.199999999999973,5.752155380700398,0.15639987374117317,0.030170361009990626,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-12.299999999999972,5.748247671824925,0.1560301542633865,0.030320411919114484,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-12.399999999999972,5.744368367535798,0.15566217884756678,0.03046934404259622,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-12.499999999999972,5.740517006165537,0.155295935182944,0.03061716527830318,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-12.599999999999971,5.736693137069427,0.15493141107434313,0.03076388344994716,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-12.69999999999997,5.73289632027691,0.15456859444083043,0.03090950630795325,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-12.79999999999997,5.729126126156668,0.154207473314379,0.03105404153031549,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-12.89999999999997,5.725382135094734,0.1538480358385529,0.031197496723440507,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-12.99999999999997,5.721663937185006,0.15349027026720918,0.031339879422981144,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-13.09999999999997,5.717971131931652,0.15313416496321902,0.0314811970946564,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-13.199999999999969,5.714303327962811,0.15277970839720534,0.03162145713506098,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-13.299999999999969,5.71066014683922,0.15242688921121994,0.03176066663396617,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-13.399999999999968,5.707041240074498,0.152075696494892,0.03189883136031567,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-13.499999999999968,5.703446208149972,0.15172611849712958,0.03203596048532111,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-13.599999999999968,5.69987469390995,0.15137814411237405,0.03217206111702195,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-13.699999999999967,5.696326132195455,0.15103175884673714,0.03230715302228928,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-13.799999999999967,5.692800614679137,0.15068695879003757,0.0324412176599356,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-13.899999999999967,5.689297589409697,0.15034372963402118,0.03257427474537734,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-13.999999999999966,5.685816729203543,0.15000206067227018,0.03270633113339896,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-14.099999999999966,5.682357713840851,0.14966194129533636,0.032837393617237226,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-14.199999999999966,5.67892022986881,0.1493233609896449,0.03296746892926865,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-14.299999999999965,5.675503970411782,0.14898630933641385,0.0330965637416866,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-14.399999999999965,5.67210863498807,0.14865077601058793,0.0332246846671697,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-14.499999999999964,5.6687339293330155,0.1483167507797863,0.03335183825954148,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-14.599999999999964,5.665379565228198,0.1479842235032655,0.03347803101441982,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-14.699999999999964,5.662045260336437,0.14765318413089573,0.03360326936985904,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-14.799999999999963,5.658730738042401,0.14732362270215063,0.0337275597069823,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-14.899999999999963,5.655435727298575,0.14699552934511118,0.033850908350606244,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-14.999999999999963,5.652159962476389,0.1466688942754827,0.033973321569856316,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-15.099999999999962,5.648903183222275,0.1463437077956247,0.03409480557877506,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-15.199999999999962,5.645665070497453,0.14601995920070265,0.034215370407161834,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
-15.299999999999962,5.642445497001894,0.14569764106428354,0.03433501471309574,acetate,4.76,0.22000000000000003,A-,1,single,acetate,0.22000000000000003
